Date,Open,High,Low,Close,Adj Close,Volume,ATR (7 Days),RSI (7 Days),RSI (14 Days),EMA (50 Days),EMA (100 Days),SMA (50 Days),SMA (100 Days),Log Return,Percent Return,Cumulative Log Return,Cumulative Percent Return
2014-01-02,19.940000534057617,19.968000411987305,19.701000213623047,19.898500442504883,19.898500442504883,42756000,0.0,100.0,100.0,19.898500442504883,19.898500442504883,19.898500442504883,19.898500442504883,,,,
2014-01-03,19.914499282836914,20.135499954223633,19.81100082397461,19.82200050354004,19.82200050354004,44204000,0.0,0.0,0.0,19.89550044489842,19.89698559222835,19.86025047302246,19.86025047302246,-0.0038519168555408954,-0.003844507739961811,-0.0038519168555408954,-0.003844507739961811
2014-01-06,19.792499542236328,19.850000381469727,19.42099952697754,19.681499481201172,19.681499481201172,63412000,0.0,0.0,0.0,19.887108250243628,19.89271854052484,19.80066680908203,19.80066680908203,-0.007113375515583103,-0.007088135343038426,-0.010965292371123998,-0.010932643083000237
2014-01-07,19.75200080871582,19.923500061035156,19.714500427246094,19.901500701904297,19.901500701904297,38320000,0.0,55.46696186990841,52.830536828295116,19.887672660112674,19.892892444710572,19.825875282287598,19.825875282287598,0.01111605917106511,0.01117807212368449,0.0001507667999411117,0.000245429040684253
2014-01-08,19.923500061035156,20.149999618530273,19.802000045776367,20.09600067138672,20.09600067138672,46330000,0.0,71.67298436652021,68.6163656535278,19.89584238604499,19.89691438979327,19.87990036010742,19.87990036010742,0.009725682651672687,0.009773130800322605,0.009876449451613799,0.010018559841006858
2014-01-09,20.18549919128418,20.344499588012695,19.922000885009766,20.050500869750977,20.050500869750977,42060000,0.0,65.19764170619472,63.281110471015054,19.901907424621697,19.899955706228074,19.908333778381348,19.908333778381348,-0.00226668921924171,-0.0022641222191301935,0.007609760232372089,0.007754437621876664
2014-01-10,20.12649917602539,20.187999725341797,19.690000534057617,19.882999420166016,19.882999420166016,53590000,0.36157117571149555,46.97141504255522,48.37033238895585,19.901165934250887,19.89961993818724,19.904714584350586,19.904714584350586,-0.008389068361873763,-0.008353978320694289,-0.0007793081295016744,-0.0005995406988176244
2014-01-13,19.89900016784668,19.98900032043457,19.422500610351562,19.548999786376953,19.548999786376953,56898000,0.3908466806217116,28.461694984346522,32.11871769079822,19.88735549707936,19.892676964884068,19.860250234603882,19.860250234603882,-0.016940942813231635,-0.016798251950372656,-0.017720250942733308,-0.01739779264919028
2014-01-14,19.60650062561035,19.931499481201172,19.56450080871582,19.87700080871582,19.87700080871582,46802000,0.38965425407921256,50.71367423645567,49.915294099263654,19.886949430869024,19.892366545950043,19.862111409505207,19.862111409505207,0.01663920179405781,0.01677840431342381,-0.0010810491486754996,-0.0006193883357664687
2014-01-15,19.94700050354004,19.965499877929688,19.62649917602539,19.793500900268555,19.793500900268555,53566000,0.38241803233993893,46.42485133232652,46.56817526257413,19.883284782610183,19.890408810391992,19.855250358581543,19.855250358581543,-0.00420967863582884,-0.004200830359208485,-0.005290727784504339,-0.004820218694974954
2014-01-16,19.68400001525879,19.964500427246094,19.470500946044922,19.790000915527344,19.790000915527344,52024000,0.3983582393201151,46.23364682343784,46.42764205459064,19.879626591744188,19.88842053524616,19.84931859103116,19.84931859103116,-0.00017684058204954012,-0.0001768249466754801,-0.005467568366553879,-0.004997043641650434
2014-01-17,19.71299934387207,20.17449951171875,19.683000564575195,19.980499267578125,19.980499267578125,90102000,0.4116640547234636,57.380002341423975,54.479664062933864,19.883582382953364,19.890243876480454,19.86025031407674,19.86025031407674,0.009579955398884225,0.009625990057499978,0.004112387032330346,0.004628946415849544
2014-01-21,20.149999618530273,20.389999389648438,20.079999923706055,20.352500915527344,20.352500915527344,62442000,0.4113549214872992,71.05219948514383,65.41228685486035,19.90197134501509,19.899397481214056,19.898115744957558,19.898115744957558,0.018447038174050297,0.018618235859243937,0.022559425206380643,0.02324718227509348
2014-01-22,20.399999618530273,20.402999877929688,20.100000381469727,20.226999282836914,20.226999282836914,41210000,0.3958755750548223,63.08668389974337,60.16258555908958,19.91471753865516,19.905884645602626,19.921607426234655,19.921607426234655,-0.00618548933430107,-0.006166398577320931,0.016373935872079574,0.01708078369777255
2014-01-23,20.049999237060547,20.308500289916992,19.88949966430664,19.993499755859375,19.993499755859375,60508000,0.39917915370561224,50.739544567694104,51.82838000652358,19.91780703736905,19.907619598280977,19.926400248209635,19.926400248209635,-0.011611101596180574,-0.011543952897435927,0.004762834275899,0.005536830800336623
2014-01-24,19.908000946044922,20.010000228881836,19.363500595092773,19.3799991607666,19.3799991607666,89168000,0.43451065086039087,31.713497612326194,37.23386900270369,19.896716532404252,19.897171668825248,19.892250180244446,19.892250180244446,-0.0311656453605233,-0.030685002755106883,-0.0264028110846243,-0.02514817195477026
2014-01-27,19.524999618530273,19.704999923706055,19.024499893188477,19.31399917602539,19.31399917602539,78736000,0.4696519908114176,30.288057245367824,36.05753283044629,19.873864871369786,19.885623698670795,19.858235415290384,19.858235415290384,-0.0034113842758354573,-0.0034055721155459295,-0.029814195360459757,-0.02855374407031619
2014-01-28,19.3700008392334,19.73699951171875,19.356000900268555,19.721500396728516,19.721500396728516,57890000,0.462987468651695,47.33833226354819,47.15802191643122,19.867889793932875,19.882373732295697,19.85063902537028,19.85063902537028,0.020879252424284588,0.0210987489949237,-0.00893494293617517,-0.00745499507539249
2014-01-29,19.607999801635742,19.642499923706055,19.16200065612793,19.209999084472656,19.209999084472656,67646000,0.4767749360729651,34.85450502384704,38.19487793304034,19.842090158267766,19.869059382833854,19.81692113374409,19.81692113374409,-0.02627850218540081,-0.025936227060123107,-0.03521344512157598,-0.0333912221355156
2014-01-30,19.688499450683594,20.3125,19.385000228881836,20.15049934387207,20.15049934387207,209478000,0.566164361709305,58.39235840317763,55.095183863698345,19.8541846361346,19.874632451369262,19.83360004425049,19.83360004425049,0.04779814029767067,0.048958891422312245,0.012584695176094687,0.015567669286796648
2014-01-31,18.58799934387207,18.772499084472656,17.88800048828125,17.934499740600586,17.934499740600586,323096000,0.8084978608352358,29.29567386611528,32.52660306870267,19.778902875525425,19.83621398184909,19.743166696457635,19.743166696457635,-0.1165028517372753,-0.10997244115170712,-0.10391815656118061,-0.09440477186491048
2014-02-03,17.948999404907227,18.042499542236328,17.0049991607666,17.3075008392334,17.3075008392334,205616000,0.841212506640163,25.15758077666007,28.917249848469282,19.681985148612014,19.78614045427254,19.63245461203835,19.63245461203835,-0.035586235622344226,-0.034960490141120126,-0.13950439218352484,-0.1293652620060306
2014-02-04,17.47949981689453,17.700000762939453,17.201000213623047,17.397499084472656,17.397499084472656,96258000,0.7923250841653405,26.8870199871281,30.11597747839147,19.592397459822234,19.73884062516759,19.535282632578973,19.535282632578973,0.005186483053169864,0.005199956138973283,-0.13431790913035496,-0.12416530586705732
2014-02-05,17.299999237060547,17.4685001373291,16.886499404907227,17.322500228881836,17.322500228881836,88708000,0.7622787482019884,26.29624964804573,29.666989157135475,19.503381882138296,19.690992300488663,19.44308336575826,19.44308336575826,-0.00432021738041316,-0.004310898665760399,-0.13863812651076812,-0.12847620453281772
2014-02-06,17.3700008392334,17.740999221801758,17.3700008392334,17.72949981689453,17.72949981689453,66714000,0.7131673545902645,35.2971425794894,35.303888454440425,19.43381787957972,19.652150865169965,19.37454002380371,19.37454002380371,0.02322366083873704,0.023495429795642453,-0.11541446567203109,-0.10498077473717526
2014-02-07,17.948999404907227,18.09000015258789,17.624500274658203,18.054000854492188,18.054000854492188,86610000,0.6777862864958963,41.89739469300515,39.469350705170825,19.37970740800766,19.620504330305057,19.32375005575327,19.32375005575327,0.018137405634645123,0.018302887331792528,-0.09727706003738597,-0.08667788740538274
2014-02-10,18.08049964904785,18.25,17.967500686645508,18.043500900268555,18.043500900268555,68994000,0.6213167189042671,41.73667355368935,39.380996398416265,19.327307152802206,19.589276539611266,19.276333420364946,19.276333420364946,-0.0005817551913204396,-0.0005815860045791377,-0.0978588152287064,-0.08725947340996187
2014-02-11,18.091999053955078,18.180500030517578,17.8125,18.089500427246094,18.089500427246094,64442000,0.5851286205633116,42.85704347471374,40.01452248937106,19.27876571258432,19.559578002732746,19.233946527753556,19.233946527753556,0.0025461240493623474,0.0025493681759316544,-0.09531269117934406,-0.08471010523403022
2014-02-12,17.821500778198242,17.887500762939453,17.31599998474121,17.462499618530273,17.462499618530273,131754000,0.6120388808406789,32.820699772665435,34.69235102071323,19.207539591248867,19.51805169809507,19.172862151573444,19.172862151573444,-0.035275980325803764,-0.034661035070456814,-0.13058867150514783,-0.11937114030448703
2014-02-13,17.385000228881836,17.860000610351562,17.325000762939453,17.860000610351562,17.860000610351562,83500000,0.6010333046365977,42.73884235078668,40.12912901096698,19.154694925331327,19.485219003288268,19.12910010019938,19.12910010019938,0.022507906884573076,0.022763121002418396,-0.10808076462057475,-0.09660801930206864
